"","id","group","allele_count","anc_prop"
"1270","Z-AP","non-transloc",100000,1
"1271","Z-ASA","ANF",31349,0.31349
"1272","Z-ASA","ONF",50000,0.5
"1273","Z-ASA","non-transloc",18651,0.18651
"1274","Z-ASG","non-transloc",100000,1
"1275","Z-ASH","ANF",87393,0.87393
"1276","Z-ASH","non-transloc",12607,0.12607
"1277","Z-ASK","ANF",31067,0.31067
"1278","Z-ASK","FTS",12566,0.12566
"1279","Z-ASK","non-transloc",56367,0.56367
"1280","Z-ASO","ANF",31214,0.31214
"1281","Z-ASO","FTS",50000,0.5
"1282","Z-ASO","non-transloc",18786,0.18786
"1283","Z-ASS","ANF",56291,0.56291
"1284","Z-ASS","FTB",12678,0.12678
"1285","Z-ASS","non-transloc",31031,0.31031
"1286","Z-AWB","ANF",6364,0.06364
"1287","Z-AWB","FTS",25156,0.25156
"1288","Z-AWB","non-transloc",68480,0.6848
"1289","Z-AWG","ANF",12415,0.12415
"1290","Z-AWG","FTS",12494,0.12494
"1291","Z-AWG","WSF-CITRUS",50000,0.5
"1292","Z-AWG","non-transloc",25091,0.25091
"1293","Z-AWH","ANF",21876,0.21876
"1294","Z-AWH","FTS",25216,0.25216
"1295","Z-AWH","non-transloc",52908,0.52908
"1296","Z-AWO","ANF",40648,0.40648
"1297","Z-AWO","non-transloc",59352,0.59352
"1298","Z-AWY","ANF",37402,0.37402
"1299","Z-AWY","non-transloc",62598,0.62598
"1300","Z-AY","non-transloc",100000,1
"1301","Z-AYB","ANF",62469,0.62469
"1302","Z-AYB","non-transloc",37531,0.37531
"1303","Z-AYG","ANF",50000,0.5
"1304","Z-AYG","CBJTC",25036,0.25036
"1305","Z-AYG","non-transloc",24964,0.24964
"1306","Z-AYO","ANF",28109,0.28109
"1307","Z-AYO","FTS",24981,0.24981
"1308","Z-AYO","non-transloc",46910,0.4691
"1309","Z-AYS","ANF",25119,0.25119
"1310","Z-AYS","FTS",24929,0.24929
"1311","Z-AYS","non-transloc",49952,0.49952
"1312","Z-AYY","ANF",12740,0.1274
"1313","Z-AYY","non-transloc",87260,0.8726
"1314","Z-BAA","ANF",23361,0.23361
"1315","Z-BAA","FTS",24906,0.24906
"1316","Z-BAA","non-transloc",51733,0.51733
"1317","Z-BAB","ONF",100000,1
"1318","Z-BAG","ANF",37468,0.37468
"1319","Z-BAG","non-transloc",62532,0.62532
"1320","Z-BAK","ANF",21982,0.21982
"1321","Z-BAK","FTS",12572,0.12572
"1322","Z-BAK","non-transloc",65446,0.65446
"1323","Z-BAO","ANF",37258,0.37258
"1324","Z-BAO","CBJTC",12663,0.12663
"1325","Z-BAO","FTS",12513,0.12513
"1326","Z-BAO","non-transloc",37566,0.37566
"1327","Z-BAW","ANF",24867,0.24867
"1328","Z-BAW","FTS",24914,0.24914
"1329","Z-BAW","non-transloc",50219,0.50219
"1330","Z-BAY","ANF",59368,0.59368
"1331","Z-BAY","FTS",18624,0.18624
"1332","Z-BAY","non-transloc",22008,0.22008
"1333","Z-BB","non-transloc",100000,1
"1334","Z-BBB","ANF",25112,0.25112
"1335","Z-BBB","CBJTC",6219,0.06219
"1336","Z-BBB","FTS",12516,0.12516
"1337","Z-BBB","non-transloc",56153,0.56153
"1338","Z-BBG","ANF",20437,0.20437
"1339","Z-BBG","non-transloc",79563,0.79563
"1340","Z-BBK","ANF",6354,0.06354
"1341","Z-BBK","non-transloc",93646,0.93646
"1342","Z-BBO","ANF",87457,0.87457
"1343","Z-BBO","non-transloc",12543,0.12543
"1344","Z-BBW","ANF",49790,0.4979
"1345","Z-BBW","CBJTC",12504,0.12504
"1346","Z-BBW","non-transloc",37706,0.37706
"1347","Z-BBY","ANF",12830,0.1283
"1348","Z-BBY","non-transloc",87170,0.8717
"1349","Z-BGA","ANF",31332,0.31332
"1350","Z-BGA","FTS",24996,0.24996
"1351","Z-BGA","non-transloc",43672,0.43672
"1352","Z-BGB","ANF",37330,0.3733
"1353","Z-BGB","non-transloc",62670,0.6267
"1354","Z-BGG","ANF",23374,0.23374
"1355","Z-BGG","FTS",24832,0.24832
"1356","Z-BGG","non-transloc",51794,0.51794
"1357","Z-BGK","ONF",100000,1
"1358","Z-BGO","ANF",6271,0.06271
"1359","Z-BGO","FTS",6223,0.06223
"1360","Z-BGO","WSF-CITRUS",25048,0.25048
"1361","Z-BGO","non-transloc",62458,0.62458
"1362","Z-BGR","ANF",20525,0.20525
"1363","Z-BGR","CBJTC",6162,0.06162
"1364","Z-BGR","FTS",12505,0.12505
"1365","Z-BGR","non-transloc",60808,0.60808
"1366","Z-BGW","ANF",37376,0.37376
"1367","Z-BGW","CBJTC",6276,0.06276
"1368","Z-BGW","FTS",12494,0.12494
"1369","Z-BGW","non-transloc",43854,0.43854
"1370","Z-BGY","ANF",34218,0.34218
"1371","Z-BGY","CBJTC",6399,0.06399
"1372","Z-BGY","FTS",25049,0.25049
"1373","Z-BGY","non-transloc",34334,0.34334
"1374","Z-BKB","ANF",43804,0.43804
"1375","Z-BKB","WSF-CITRUS",50000,0.5
"1376","Z-BKB","non-transloc",6196,0.06196
"1377","Z-BKG","ANF",34335,0.34335
"1378","Z-BKG","FTS",18564,0.18564
"1379","Z-BKG","non-transloc",47101,0.47101
"1380","Z-BKK","ANF",37470,0.3747
"1381","Z-BKK","FTS",12571,0.12571
"1382","Z-BKK","non-transloc",49959,0.49959
"1383","Z-BKO","ANF",34153,0.34153
"1384","Z-BKO","CBJTC",6283,0.06283
"1385","Z-BKO","FTS",25096,0.25096
"1386","Z-BKO","non-transloc",34468,0.34468
"1387","Z-BKW","ANF",37587,0.37587
"1388","Z-BKW","non-transloc",62413,0.62413
"1389","Z-BKY","ANF",49953,0.49953
"1390","Z-BKY","CBJTC",12424,0.12424
"1391","Z-BKY","non-transloc",37623,0.37623
"1392","Z-BOA","ANF",17084,0.17084
"1393","Z-BOA","CBJTC",3050,0.0305
"1394","Z-BOA","FTS",6343,0.06343
"1395","Z-BOA","non-transloc",73523,0.73523
"1396","Z-BOB","ANF",20440,0.2044
"1397","Z-BOB","CBJTC",6232,0.06232
"1398","Z-BOB","FTS",12537,0.12537
"1399","Z-BOB","non-transloc",60791,0.60791
"1400","Z-BOG","ANF",12460,0.1246
"1401","Z-BOG","FTS",12523,0.12523
"1402","Z-BOG","non-transloc",75017,0.75017
"1403","Z-BOK","ANF",21967,0.21967
"1404","Z-BOK","FTS",24811,0.24811
"1405","Z-BOK","non-transloc",53222,0.53222
"1406","Z-BOO","ANF",18737,0.18737
"1407","Z-BOO","FTS",6216,0.06216
"1408","Z-BOO","non-transloc",75047,0.75047
"1409","Z-BOR","ANF",54670,0.5467
"1410","Z-BOR","FTS",12679,0.12679
"1411","Z-BOR","non-transloc",32651,0.32651
"1412","Z-BOW","ANF",25020,0.2502
"1413","Z-BOW","FTS",24958,0.24958
"1414","Z-BOW","non-transloc",50022,0.50022
"1415","Z-BOY","ANF",22073,0.22073
"1416","Z-BOY","FTS",12428,0.12428
"1417","Z-BOY","non-transloc",65499,0.65499
"1418","Z-BRO","ANF",6177,0.06177
"1419","Z-BRO","non-transloc",93823,0.93823
"1420","Z-BRY","ANF",20540,0.2054
"1421","Z-BRY","CBJTC",6274,0.06274
"1422","Z-BRY","FTS",12408,0.12408
"1423","Z-BRY","non-transloc",60778,0.60778
"1424","Z-BW","non-transloc",100000,1
"1425","Z-BWA","ANF",20403,0.20403
"1426","Z-BWA","non-transloc",79597,0.79597
"1427","Z-BWB","ANF",12598,0.12598
"1428","Z-BWB","FTS",12539,0.12539
"1429","Z-BWB","non-transloc",74863,0.74863
"1430","Z-BWG","ANF",37405,0.37405
"1431","Z-BWG","CBJTC",12579,0.12579
"1432","Z-BWG","FTS",12435,0.12435
"1433","Z-BWG","non-transloc",37581,0.37581
"1434","Z-BWK","ANF",30980,0.3098
"1435","Z-BWK","FTS",25119,0.25119
"1436","Z-BWK","non-transloc",43901,0.43901
"1437","Z-BWO","ANF",37624,0.37624
"1438","Z-BWO","FTS",12613,0.12613
"1439","Z-BWO","non-transloc",49763,0.49763
"1440","Z-BWW","ANF",43722,0.43722
"1441","Z-BWW","WSF-CITRUS",50000,0.5
"1442","Z-BWW","non-transloc",6278,0.06278
"1443","Z-BY","non-transloc",100000,1
"1444","Z-BYA","ANF",12622,0.12622
"1445","Z-BYA","non-transloc",87378,0.87378
"1446","Z-BYB","ANF",35969,0.35969
"1447","Z-BYB","ONF",24945,0.24945
"1448","Z-BYB","non-transloc",39086,0.39086
"1449","Z-BYG","ANF",59429,0.59429
"1450","Z-BYG","FTS",18547,0.18547
"1451","Z-BYG","non-transloc",22024,0.22024
"1452","Z-BYK","ANF",37530,0.3753
"1453","Z-BYK","non-transloc",62470,0.6247
"1454","Z-BYO","ANF",37304,0.37304
"1455","Z-BYO","CBJTC",12719,0.12719
"1456","Z-BYO","FTS",12454,0.12454
"1457","Z-BYO","non-transloc",37523,0.37523
"1458","Z-BYR","ANF",32588,0.32588
"1459","Z-BYR","FTS",3189,0.03189
"1460","Z-BYR","non-transloc",64223,0.64223
"1461","Z-BYW","ANF",18866,0.18866
"1462","Z-BYW","non-transloc",81134,0.81134
"1463","Z-BYY","ANF",17228,0.17228
"1464","Z-BYY","CBJTC",3046,0.03046
"1465","Z-BYY","FTS",6283,0.06283
"1466","Z-BYY","non-transloc",73443,0.73443
"1467","Z-CAH","non-transloc",100000,1
"1468","Z-CAL","ANF",12581,0.12581
"1469","Z-CAL","non-transloc",87419,0.87419
"1470","Z-CAP","non-transloc",100000,1
"1471","Z-CAS","FTS",50000,0.5
"1472","Z-CAS","non-transloc",50000,0.5
"1473","Z-CBK","ANF",12632,0.12632
"1474","Z-CBK","non-transloc",87368,0.87368
"1475","Z-CBS","ANF",24997,0.24997
"1476","Z-CBS","non-transloc",75003,0.75003
"1477","Z-CGA","ANF",50000,0.5
"1478","Z-CGA","non-transloc",50000,0.5
"1479","Z-CGB","ANF",100000,1
"1480","Z-CGC","ANF",49761,0.49761
"1481","Z-CGC","non-transloc",50239,0.50239
"1482","Z-CGH","ANF",50000,0.5
"1483","Z-CGH","non-transloc",50000,0.5
"1484","Z-CGK","ANF",49971,0.49971
"1485","Z-CGK","non-transloc",50029,0.50029
"1486","Z-CGO","ANF",100000,1
"1487","Z-CGW","ANF",37210,0.3721
"1488","Z-CGW","non-transloc",62790,0.6279
"1489","Z-CGY","ANF",50000,0.5
"1490","Z-CGY","non-transloc",50000,0.5
"1491","Z-CHL","CBJTC",50000,0.5
"1492","Z-CHL","non-transloc",50000,0.5
"1493","Z-CHO","CBJTC",50000,0.5
"1494","Z-CHO","non-transloc",50000,0.5
"1495","Z-CHW","non-transloc",100000,1
"1496","Z-CKA","ANF",12352,0.12352
"1497","Z-CKA","FTS",50000,0.5
"1498","Z-CKA","non-transloc",37648,0.37648
"1499","Z-CKB","non-transloc",100000,1
"1500","Z-CKH","non-transloc",100000,1
"1501","Z-CLC","ANF",25050,0.2505
"1502","Z-CLC","FTS",25048,0.25048
"1503","Z-CLC","non-transloc",49902,0.49902
"1504","Z-CLG","ANF",24966,0.24966
"1505","Z-CLG","FTS",50000,0.5
"1506","Z-CLG","non-transloc",25034,0.25034
"1507","Z-COA","ANF",74936,0.74936
"1508","Z-COA","non-transloc",25064,0.25064
"1509","Z-COB","ANF",74916,0.74916
"1510","Z-COB","non-transloc",25084,0.25084
"1511","Z-COP","ANF",74929,0.74929
"1512","Z-COP","non-transloc",25071,0.25071
"1513","Z-COW","ANF",74962,0.74962
"1514","Z-COW","non-transloc",25038,0.25038
"1515","Z-COY","ANF",37583,0.37583
"1516","Z-COY","FTB",24878,0.24878
"1517","Z-COY","non-transloc",37539,0.37539
"1518","Z-CPK","FTS",50000,0.5
"1519","Z-CPK","non-transloc",50000,0.5
"1520","Z-CPL","non-transloc",100000,1
"1521","Z-CSS","ANF",25060,0.2506
"1522","Z-CSS","FTS",50000,0.5
"1523","Z-CSS","non-transloc",24940,0.2494
"1524","Z-CWA","ANF",37441,0.37441
"1525","Z-CWA","non-transloc",62559,0.62559
"1526","Z-CWK","ANF",12574,0.12574
"1527","Z-CWK","non-transloc",87426,0.87426
"1528","Z-CWL","ANF",25042,0.25042
"1529","Z-CWL","non-transloc",74958,0.74958
"1530","Z-CWP","ANF",24929,0.24929
"1531","Z-CWP","non-transloc",75071,0.75071
"1532","Z-CYK","ANF",24809,0.24809
"1533","Z-CYK","non-transloc",75191,0.75191
"1534","Z-GAA","ANF",40854,0.40854
"1535","Z-GAA","non-transloc",59146,0.59146
"1536","Z-GAB","ANF",37244,0.37244
"1537","Z-GAB","non-transloc",62756,0.62756
"1538","Z-GAG","ANF",24941,0.24941
"1539","Z-GAG","CBJTC",6118,0.06118
"1540","Z-GAG","FTS",12668,0.12668
"1541","Z-GAG","non-transloc",56273,0.56273
"1542","Z-GAK","ANF",12517,0.12517
"1543","Z-GAK","FTS",25139,0.25139
"1544","Z-GAK","non-transloc",62344,0.62344
"1545","Z-GAO","ANF",43767,0.43767
"1546","Z-GAO","FTS",50000,0.5
"1547","Z-GAO","non-transloc",6233,0.06233
"1548","Z-GAR","ANF",6138,0.06138
"1549","Z-GAR","non-transloc",93862,0.93862
"1550","Z-GAW","ANF",59527,0.59527
"1551","Z-GAW","FTS",18716,0.18716
"1552","Z-GAW","non-transloc",21757,0.21757
"1553","Z-GAY","ANF",12638,0.12638
"1554","Z-GAY","non-transloc",87362,0.87362
"1555","Z-GBA","ANF",18734,0.18734
"1556","Z-GBA","FTS",12672,0.12672
"1557","Z-GBA","non-transloc",68594,0.68594
"1558","Z-GBB","ANF",12576,0.12576
"1559","Z-GBB","non-transloc",87424,0.87424
"1560","Z-GBG","ANF",25033,0.25033
"1561","Z-GBG","FTS",25037,0.25037
"1562","Z-GBG","non-transloc",49930,0.4993
"1563","Z-GBK","ANF",18854,0.18854
"1564","Z-GBK","FTS",12401,0.12401
"1565","Z-GBK","non-transloc",68745,0.68745
"1566","Z-GBW","ANF",12717,0.12717
"1567","Z-GBW","non-transloc",87283,0.87283
"1568","Z-GBY","ANF",62691,0.62691
"1569","Z-GBY","non-transloc",37309,0.37309
"1570","Z-GG","non-transloc",100000,1
"1571","Z-GGA","ANF",62612,0.62612
"1572","Z-GGA","non-transloc",37388,0.37388
"1573","Z-GGB","ANF",15525,0.15525
"1574","Z-GGB","FTS",6401,0.06401
"1575","Z-GGB","non-transloc",78074,0.78074
"1576","Z-GGG","non-transloc",100000,1
"1577","Z-GGK","ONF",100000,1
"1578","Z-GGO","ANF",27951,0.27951
"1579","Z-GGO","FTS",6336,0.06336
"1580","Z-GGO","non-transloc",65713,0.65713
"1581","Z-GGW","ANF",31095,0.31095
"1582","Z-GGW","CBJTC",12684,0.12684
"1583","Z-GGW","non-transloc",56221,0.56221
"1584","Z-GGY","ANF",12466,0.12466
"1585","Z-GGY","FTS",37666,0.37666
"1586","Z-GGY","non-transloc",49868,0.49868
"1587","Z-GKA","ANF",37526,0.37526
"1588","Z-GKA","ONF",50000,0.5
"1589","Z-GKA","non-transloc",12474,0.12474
"1590","Z-GKB","ANF",37521,0.37521
"1591","Z-GKB","CBJTC",12559,0.12559
"1592","Z-GKB","FTS",12425,0.12425
"1593","Z-GKB","non-transloc",37495,0.37495
"1594","Z-GKG","ANF",18711,0.18711
"1595","Z-GKG","non-transloc",81289,0.81289
"1596","Z-GKO","ANF",18680,0.1868
"1597","Z-GKO","CBJTC",6294,0.06294
"1598","Z-GKO","FTS",62447,0.62447
"1599","Z-GKO","non-transloc",12579,0.12579
"1600","Z-GKW","ANF",18747,0.18747
"1601","Z-GKW","FTS",12552,0.12552
"1602","Z-GKW","non-transloc",68701,0.68701
"1603","Z-GKY","ANF",25027,0.25027
"1604","Z-GKY","FTS",24997,0.24997
"1605","Z-GKY","non-transloc",49976,0.49976
"1606","Z-GOA","ANF",12638,0.12638
"1607","Z-GOA","FTS",12424,0.12424
"1608","Z-GOA","WSF-CITRUS",50000,0.5
"1609","Z-GOA","non-transloc",24938,0.24938
"1610","Z-GOB","ANF",87281,0.87281
"1611","Z-GOB","non-transloc",12719,0.12719
"1612","Z-GOG","ANF",62580,0.6258
"1613","Z-GOG","non-transloc",37420,0.3742
"1614","Z-GOK","ANF",37604,0.37604
"1615","Z-GOK","CBJTC",12509,0.12509
"1616","Z-GOK","FTS",12406,0.12406
"1617","Z-GOK","non-transloc",37481,0.37481
"1618","Z-GOO","ANF",37312,0.37312
"1619","Z-GOO","non-transloc",62688,0.62688
"1620","Z-GOW","ANF",28303,0.28303
"1621","Z-GOW","CBJTC",12368,0.12368
"1622","Z-GOW","FTS",24985,0.24985
"1623","Z-GOW","non-transloc",34344,0.34344
"1624","Z-GOY","ANF",37394,0.37394
"1625","Z-GOY","FTS",12416,0.12416
"1626","Z-GOY","non-transloc",50190,0.5019
"1627","Z-GRG","ANF",6272,0.06272
"1628","Z-GRG","non-transloc",93728,0.93728
"1629","Z-GRO","ANF",37420,0.3742
"1630","Z-GRO","non-transloc",62580,0.6258
"1631","Z-GWA","FTS",50000,0.5
"1632","Z-GWA","non-transloc",50000,0.5
"1633","Z-GWB","ANF",12653,0.12653
"1634","Z-GWB","FTS",24816,0.24816
"1635","Z-GWB","non-transloc",62531,0.62531
"1636","Z-GWG","ANF",10862,0.10862
"1637","Z-GWG","FTS",12561,0.12561
"1638","Z-GWG","ONF",50000,0.5
"1639","Z-GWG","non-transloc",26577,0.26577
"1640","Z-GWK","ANF",31445,0.31445
"1641","Z-GWK","FTS",24867,0.24867
"1642","Z-GWK","non-transloc",43688,0.43688
"1643","Z-GWO","non-transloc",100000,1
"1644","Z-GWW","ANF",12641,0.12641
"1645","Z-GWW","FTS",12456,0.12456
"1646","Z-GWW","WSF-CITRUS",50000,0.5
"1647","Z-GWW","non-transloc",24903,0.24903
"1648","Z-GWY","ANF",37301,0.37301
"1649","Z-GWY","CBJTC",12595,0.12595
"1650","Z-GWY","FTS",12314,0.12314
"1651","Z-GWY","non-transloc",37790,0.3779
"1652","Z-GY","non-transloc",100000,1
"1653","Z-GYA","ANF",28133,0.28133
"1654","Z-GYA","CBJTC",12442,0.12442
"1655","Z-GYA","FTS",25183,0.25183
"1656","Z-GYA","non-transloc",34242,0.34242
"1657","Z-GYB","ANF",43700,0.437
"1658","Z-GYB","FTS",50000,0.5
"1659","Z-GYB","non-transloc",6300,0.063
"1660","Z-GYK","ANF",43598,0.43598
"1661","Z-GYK","WSF-CITRUS",50000,0.5
"1662","Z-GYK","non-transloc",6402,0.06402
"1663","Z-GYO","ANF",12640,0.1264
"1664","Z-GYO","FTS",24942,0.24942
"1665","Z-GYO","non-transloc",62418,0.62418
"1666","Z-GYW","ANF",18845,0.18845
"1667","Z-GYW","FTS",12408,0.12408
"1668","Z-GYW","non-transloc",68747,0.68747
"1669","Z-GYY","ANF",12523,0.12523
"1670","Z-GYY","non-transloc",87477,0.87477
"1671","Z-HAB","ANF",50037,0.50037
"1672","Z-HAB","non-transloc",49963,0.49963
"1673","Z-HAG","non-transloc",100000,1
"1674","Z-HAS","ANF",50000,0.5
"1675","Z-HAS","non-transloc",50000,0.5
"1676","Z-HBH","ANF",50000,0.5
"1677","Z-HBH","non-transloc",50000,0.5
"1678","Z-HBL","non-transloc",100000,1
"1679","Z-HCC","ANF",25032,0.25032
"1680","Z-HCC","non-transloc",74968,0.74968
"1681","Z-HGW","non-transloc",100000,1
"1682","Z-HHG","non-transloc",100000,1
"1683","Z-HKO","non-transloc",100000,1
"1684","Z-HLG","non-transloc",100000,1
"1685","Z-HLY","ANF",50000,0.5
"1686","Z-HLY","non-transloc",50000,0.5
"1687","Z-HOP","non-transloc",100000,1
"1688","Z-HOW","non-transloc",100000,1
"1689","Z-HPB","non-transloc",100000,1
"1690","Z-HPL","ANF",25053,0.25053
"1691","Z-HPL","non-transloc",74947,0.74947
"1692","Z-HSA","non-transloc",100000,1
"1693","Z-HWL","ANF",24904,0.24904
"1694","Z-HWL","non-transloc",75096,0.75096
"1695","Z-HWP","non-transloc",100000,1
"1696","Z-HWW","ANF",12629,0.12629
"1697","Z-HWW","non-transloc",87371,0.87371
"1698","Z-HYA","ANF",75045,0.75045
"1699","Z-HYA","non-transloc",24955,0.24955
"1700","Z-HYK","ANF",50000,0.5
"1701","Z-HYK","non-transloc",50000,0.5
"1702","Z-HYP","ANF",50000,0.5
"1703","Z-HYP","non-transloc",50000,0.5
"1704","Z-L","non-transloc",100000,1
"1705","Z-LA","non-transloc",100000,1
"1706","Z-LB","non-transloc",100000,1
"1707","Z-LG","non-transloc",100000,1
"1708","Z-LL","non-transloc",100000,1
"1709","Z-LLL","non-transloc",100000,1
"1710","Z-LY","non-transloc",100000,1
"1711","Z-LYY","non-transloc",100000,1
"1712","Z-OAB","CBJTC",25041,0.25041
"1713","Z-OAB","FTS",50000,0.5
"1714","Z-OAB","non-transloc",24959,0.24959
"1715","Z-OAC","ANF",74950,0.7495
"1716","Z-OAC","non-transloc",25050,0.2505
"1717","Z-OAO","ANF",12662,0.12662
"1718","Z-OAO","non-transloc",87338,0.87338
"1719","Z-OB","non-transloc",100000,1
"1720","Z-OBG","ANF",24992,0.24992
"1721","Z-OBG","CBJTC",24844,0.24844
"1722","Z-OBG","non-transloc",50164,0.50164
"1723","Z-OBH","ANF",12557,0.12557
"1724","Z-OBH","non-transloc",87443,0.87443
"1725","Z-OBL","FTS",25091,0.25091
"1726","Z-OBL","non-transloc",74909,0.74909
"1727","Z-OBP","ANF",50000,0.5
"1728","Z-OBP","non-transloc",50000,0.5
"1729","Z-OBW","ANF",31247,0.31247
"1730","Z-OBW","non-transloc",68753,0.68753
"1731","Z-OBY","ANF",25019,0.25019
"1732","Z-OBY","non-transloc",74981,0.74981
"1733","Z-OCB","ANF",12668,0.12668
"1734","Z-OCB","non-transloc",87332,0.87332
"1735","Z-OCW","ANF",25006,0.25006
"1736","Z-OCW","non-transloc",74994,0.74994
"1737","Z-OGC","ANF",24899,0.24899
"1738","Z-OGC","FTS",24995,0.24995
"1739","Z-OGC","non-transloc",50106,0.50106
"1740","Z-OGL","ANF",25079,0.25079
"1741","Z-OGL","non-transloc",74921,0.74921
"1742","Z-OGP","FTS",50000,0.5
"1743","Z-OGP","non-transloc",50000,0.5
"1744","Z-OGS","ANF",37563,0.37563
"1745","Z-OGS","FTB",24919,0.24919
"1746","Z-OGS","non-transloc",37518,0.37518
"1747","Z-OHG","ANF",37273,0.37273
"1748","Z-OHG","non-transloc",62727,0.62727
"1749","Z-OHH","ANF",62479,0.62479
"1750","Z-OHH","non-transloc",37521,0.37521
"1751","Z-OHW","FTS",24920,0.2492
"1752","Z-OHW","non-transloc",75080,0.7508
"1753","Z-OKA","non-transloc",100000,1
"1754","Z-OKC","ANF",37337,0.37337
"1755","Z-OKC","non-transloc",62663,0.62663
"1756","Z-OKL","ANF",12541,0.12541
"1757","Z-OKL","non-transloc",87459,0.87459
"1758","Z-OKO","ANF",50000,0.5
"1759","Z-OKO","non-transloc",50000,0.5
"1760","Z-OLA","ANF",50000,0.5
"1761","Z-OLA","CBJTC",25191,0.25191
"1762","Z-OLA","non-transloc",24809,0.24809
"1763","Z-OLK","ANF",12536,0.12536
"1764","Z-OLK","non-transloc",87464,0.87464
"1765","Z-OLY","non-transloc",100000,1
"1766","Z-OO","non-transloc",100000,1
"1767","Z-OOG","ANF",50000,0.5
"1768","Z-OOG","non-transloc",50000,0.5
"1769","Z-OOP","ANF",24990,0.2499
"1770","Z-OOP","non-transloc",75010,0.7501
"1771","Z-OPH","ANF",50000,0.5
"1772","Z-OPH","non-transloc",50000,0.5
"1773","Z-OPL","ANF",50000,0.5
"1774","Z-OPL","CBJTC",24869,0.24869
"1775","Z-OPL","non-transloc",25131,0.25131
"1776","Z-OPS","FTS",50000,0.5
"1777","Z-OPS","non-transloc",50000,0.5
"1778","Z-OPY","ANF",12529,0.12529
"1779","Z-OPY","non-transloc",87471,0.87471
"1780","Z-OSA","ANF",50000,0.5
"1781","Z-OSA","non-transloc",50000,0.5
"1782","Z-OSP","ANF",24987,0.24987
"1783","Z-OSP","FTS",50000,0.5
"1784","Z-OSP","non-transloc",25013,0.25013
"1785","Z-OSY","ANF",37704,0.37704
"1786","Z-OSY","FTS",24821,0.24821
"1787","Z-OSY","non-transloc",37475,0.37475
"1788","Z-OWB","ANF",74907,0.74907
"1789","Z-OWB","non-transloc",25093,0.25093
"1790","Z-OWH","ANF",50000,0.5
"1791","Z-OWH","non-transloc",50000,0.5
"1792","Z-OWL","non-transloc",100000,1
"1793","Z-OWO","CBJTC",25104,0.25104
"1794","Z-OWO","FTS",50000,0.5
"1795","Z-OWO","non-transloc",24896,0.24896
"1796","Z-OY","non-transloc",100000,1
"1797","Z-OYB","ANF",37715,0.37715
"1798","Z-OYB","FTB",24899,0.24899
"1799","Z-OYB","non-transloc",37386,0.37386
"1800","Z-OYH","ANF",24984,0.24984
"1801","Z-OYH","non-transloc",75016,0.75016
"1802","Z-OYL","ANF",62431,0.62431
"1803","Z-OYL","non-transloc",37569,0.37569
"1804","Z-OYO","non-transloc",100000,1
"1805","Z-POO","ANF",25021,0.25021
"1806","Z-POO","FTS",24858,0.24858
"1807","Z-POO","non-transloc",50121,0.50121
"1808","Z-PP","non-transloc",100000,1
"1809","Z-PY","non-transloc",100000,1
"1810","Z-SAC","ANF",37545,0.37545
"1811","Z-SAC","FTS",25130,0.2513
"1812","Z-SAC","non-transloc",37325,0.37325
"1813","Z-SAG","ANF",50000,0.5
"1814","Z-SAG","CBJTC",24850,0.2485
"1815","Z-SAG","non-transloc",25150,0.2515
"1816","Z-SAO","ANF",18826,0.18826
"1817","Z-SAO","CBJTC",12412,0.12412
"1818","Z-SAO","non-transloc",68762,0.68762
"1819","Z-SAP","ANF",87450,0.8745
"1820","Z-SAP","non-transloc",12550,0.1255
"1821","Z-SAY","ANF",24939,0.24939
"1822","Z-SAY","FTS",24965,0.24965
"1823","Z-SAY","non-transloc",50096,0.50096
"1824","Z-SBH","ANF",12466,0.12466
"1825","Z-SBH","non-transloc",87534,0.87534
"1826","Z-SBK","ANF",37544,0.37544
"1827","Z-SBK","non-transloc",62456,0.62456
"1828","Z-SBW","ANF",12600,0.126
"1829","Z-SBW","non-transloc",87400,0.874
"1830","Z-SCB","ANF",24940,0.2494
"1831","Z-SCB","FTS",50000,0.5
"1832","Z-SCB","non-transloc",25060,0.2506
"1833","Z-SCO","ANF",37384,0.37384
"1834","Z-SCO","non-transloc",62616,0.62616
"1835","Z-SCS","ONF",100000,1
"1836","Z-SCW","ANF",37637,0.37637
"1837","Z-SCW","FTS",50000,0.5
"1838","Z-SCW","non-transloc",12363,0.12363
"1839","Z-SGA","ANF",12566,0.12566
"1840","Z-SGA","non-transloc",87434,0.87434
"1841","Z-SGO","ANF",24795,0.24795
"1842","Z-SGO","FTS",24894,0.24894
"1843","Z-SGO","non-transloc",50311,0.50311
"1844","Z-SGY","ANF",30911,0.30911
"1845","Z-SGY","FTS",12537,0.12537
"1846","Z-SGY","non-transloc",56552,0.56552
"1847","Z-SHA","ANF",25016,0.25016
"1848","Z-SHA","FTS",50000,0.5
"1849","Z-SHA","non-transloc",24984,0.24984
"1850","Z-SHB","ANF",12566,0.12566
"1851","Z-SHB","FTS",50000,0.5
"1852","Z-SHB","non-transloc",37434,0.37434
"1853","Z-SHH","non-transloc",100000,1
"1854","Z-SHP","ANF",19079,0.19079
"1855","Z-SHP","FTB",12444,0.12444
"1856","Z-SHP","non-transloc",68477,0.68477
"1857","Z-SHY","ANF",87534,0.87534
"1858","Z-SHY","non-transloc",12466,0.12466
"1859","Z-SKA","ANF",12521,0.12521
"1860","Z-SKA","non-transloc",87479,0.87479
"1861","Z-SKC","ANF",50000,0.5
